0.802305,0.820691,0.817419,0.813682,0.812780,0.817082,0.819726,0.812915,0.811475,0.819598
0.811798,0.831663,0.827549,0.821101,0.826387,0.825824,0.828425,0.827146,0.822693,0.828989
0.907954,0.920480,0.912209,0.915390,0.906007,0.913146,0.910672,0.914458,0.918195,0.914269
0.632585,0.659826,0.652718,0.622319,0.661486,0.649496,0.659865,0.632197,0.642957,0.639053
0.869951,0.887851,0.857386,0.631220,0.904538,0.902249,0.655627,0.902534,0.904303,0.897554
