0.426812 0.428029 0.423928 0.430174 0.421977 0.434203 0.419636 0.418823 0.423819 0.429379
0.437835 0.435676 0.431624 0.435468 0.430321 0.446965 0.427875 0.423920 0.431588 0.436827
0.464585 0.460414 0.453593 0.450009 0.448099 0.466215 0.455027 0.442336 0.457094 0.453623
0.401114 0.394283 0.399325 0.397418 0.392516 0.411380 0.381584 0.385034 0.389515 0.396799
0.432506 0.492988 0.415308 0.455271 0.409626 0.422804 0.454700 0.397046 0.447850 0.346322
